a01	stime_h_j	stime_m_j	res_id_j	consent_j	j1	j1_01	j1_01b	j1_02a	j1_02b2	j1_02b1	j1_02b1_ngo	j1_02b1_ngo2	j1_02c	j1_02coth	j1_03a	j1_03b	j1_03c	j1_03d	j1_03e	j1_03f	j1_03g	j1_03h	j1_03i	j1_03j	j1_03k	j1_03l	j1_03m	j1_03n	j1_03o	j1_03ooth	j1_03p	j1_04	j1_4a1_1	j1_4a1_2	j1_4a1_3	j1_5a	j1_05b	j1_5b	j1_5b_ngo	j1_5b_ngo2	j1_5c	j1_5coth	j1_06a	j1_06b	j1_06c	j1_06d	j1_06e	j1_06f	j1_06g	j1_06h	j1_06i	j1_06j	j1_06k	j1_06l	j1_06m	j1_06n	j1_06o	j1_06ooth	j1_06p	j1_07	j1_07oth	j1_08	j1_09	j1_09a	j1_09b	j1_09c	j1_09d	j1_09e	j1_09f	j1_09g	j1_09h	j1_09i	j1_09j	j1_09k	j1_09l	j1_09m	j1_09n	j1_09o	j1_09ooth	j1_09p	j1_10	j1_10oth	j1_11	j1_12	hhid2	hh_type	round
195.1	10	45	7	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"195.1"	2	3.0
195.2	9	55	2	1	1	2						" "		" "																" "		2								" "		" "																" "		5	" "	2																	" "		5	" "	2		"195.2"	2	3.0
196.0	15	30	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"196"	2	3.0
197.0	11	30	1	1	1	1	1	3	1	0		" "	0	" "	1	1	1	1	2		1	1	1	1	1	1	2		2	" "		1	1			3	1	0		" "	0	" "	1	1	1	1	2		1	1	1	1	1	1	2		2	" "			" "	2																	" "		1	" "	1	1	"197"	2	3.0
198.0	15	30	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"198"	2	3.0
199.0	12	38	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"199"	2	3.0
201.0	10	45	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"201"	3	3.0
202.0	10	41	5	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"202"	3	3.0
203.0	9	42	4	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"203"	3	3.0
204.0	11	50	1	1	1	1	1	3	1	0		" "	0	" "	1	1	1	1	2		1	1	1	1	1	1	2		2	" "		1	1			3	1	0		" "	2	"DELAR"	2		1	1	2		2		2		2		2		2	" "			" "	2																	" "		1	" "	1	1	"204"	3	3.0
205.0	10	42	4	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"205"	3	3.0
206.0	11	4	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"206"	3	3.0
207.0	10	1	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"207"	3	3.0
208.0	10	20	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"208"	3	3.0
209.1	16	31	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"209.1"	3	3.0
209.2	9	58	4	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"209.2"	3	3.0
210.1	14	33	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"210.1"	3	3.0
210.2	15	43	3	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"210.2"	3	3.0
212.1	14	59	4	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"212.1"	3	3.0
212.2	9	34	2	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"212.2"	3	3.0
214.0	16	50	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"214"	3	3.0
215.2	11	29	3	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"215.2"	3	3.0
216.0	14	25	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"216"	3	3.0
218.0	12	20	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"218"	3	3.0
219.0	13	35	5	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"219"	3	3.0
220.0	11	16	7	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"220"	3	3.0
221.0	13	50	1	1	1	1	1	10	1	0		" "	0	" "	2		1	2	1	2	1	1	1	1	1	2	2		2	" "		2								" "		" "																" "			" "	1	1	1	2	1	2	2		2		1	1	2		2		2	" "			" "	1	1	"221"	2	3.0
222.1	11	55	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"222.1"	2	3.0
222.2	10	45	3	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"222.2"	2	3.0
223.0	10	40	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"223"	2	3.0
224.0	15	20	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"224"	2	3.0
225.0	11	35	3	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"225"	2	3.0
226.0	11	55	1	1	1	2						" "		" "																" "		1	1			8	1	0		" "	0	" "	1	2	1	2	2		1	2	1	2	2		2		2	" "			" "	2																	" "		6	" "	1	1	"226"	2	3.0
227.0	11	10	2	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"227"	2	3.0
228.0	10	30	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"228"	2	3.0
229.0	12	30	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"229"	2	3.0
230.0	11	20	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"230"	2	3.0
231.0	10	58	3	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"231"	2	3.0
232.0	11	45	1	1	1	2						" "		" "																" "		2								" "		" "																" "		5	" "	2																	" "		5	" "	2		"232"	2	3.0
233.0	14	20	1	1	1	2						" "		" "																" "		2								" "		" "																" "		5	" "	2																	" "		5	" "	2		"233"	2	3.0
234.0	8	40	1	1	1	2						" "		" "																" "		2								" "		" "																" "		5	" "	2																	" "		5	" "	2		"234"	2	3.0
235.0	0			1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"235"	2	3.0
238.0	12	15	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"238"	2	3.0
239.0	11	0	2	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		5	" "	2		"239"	2	3.0
240.1	11	20	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"240.1"	2	3.0
240.2	17	20	6	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"240.2"	2	3.0
241.0	13	30	4	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"241"	2	3.0
242.0	12	10	2	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"242"	2	3.0
243.0	10	27	3	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"243"	2	3.0
244.0	10	23	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"244"	2	3.0
245.0	11	12	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"245"	2	3.0
246.0	9	8	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"246"	2	3.0
247.0	13	47	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"247"	2	3.0
248.0	11	26	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"248"	2	3.0
249.0	10	38	6	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"249"	2	3.0
250.0	11	32	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"250"	2	3.0
251.0	11	39	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"251"	2	3.0
252.0	11	29	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"252"	2	3.0
254.0	9	30	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"254"	2	3.0
255.0	14	57	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"255"	2	3.0
256.0	12	33	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"256"	2	3.0
257.0	15	52	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"257"	2	3.0
258.0	12	16	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"258"	2	3.0
259.0	13	33	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"259"	2	3.0
260.0	11	55	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"260"	2	3.0
261.0	10	11	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"261"	2	3.0
262.0	13	0	1	1	1	2						" "		" "																" "		1	1			1	1	0		" "	0	" "	2		1	1	2		2		2		2		2		2	" "			" "	2																	" "		1	" "	1	1	"262"	2	3.0
263.0	12	2	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"263"	2	3.0
264.0	11	41	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"264"	2	3.0
265.0	10	55	4	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"265"	2	3.0
267.0	10	49	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"267"	2	3.0
268.0	11	20	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"268"	2	3.0
269.0	11	0	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"269"	2	3.0
270.0	11	36	1	1	1	1	1	1	1	0		" "	0	" "	1	1	2		2		1	1	1	1	2		2		2	" "		2								" "		" "																" "			" "	2																	" "		1	" "	1	1	"270"	2	3.0
271.0	10	12	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"271"	2	3.0
272.0	14	25	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"272"	2	3.0
273.0	10	20	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"273"	2	3.0
274.0	10	30	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"274"	2	3.0
275.0	10	42	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"275"	2	3.0
276.0	15	48	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"276"	2	3.0
277.0	14	20	2	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"277"	2	3.0
278.0	11	50	3	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"278"	2	3.0
279.0	10	48	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"279"	2	3.0
280.1	12	45	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"280.1"	2	3.0
280.2	11	8	4	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"280.2"	2	3.0
281.0	12	52	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"281"	2	3.0
282.1	11	51	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"282.1"	2	3.0
282.2	9	56	3	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"282.2"	2	3.0
284.0	11	31	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"284"	2	3.0
285.0	11	55	2	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"285"	2	3.0
286.1	12	56	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"286.1"	2	3.0
286.2	12	2	3	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"286.2"	2	3.0
287.0	13	0	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"287"	2	3.0
288.0	11	21	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"288"	2	3.0
289.0	12	11	3	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"289"	2	3.0
290.0	11	30	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"290"	2	3.0
291.0	11	40	1	1	1	1	1	2	1	0		" "	0	" "	1	1	1	1	2		2		2		2		2		2	" "		1	1			1	1	0		" "	0	" "	2		2		2		2		1	1	2		2		2	" "			" "	2																	" "		1	" "	1	1	"291"	2	3.0
292.0	10	26	3	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"292"	2	3.0
293.0	12	1	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"293"	2	3.0
294.0	12	5	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"294"	2	3.0
295.0	11	40	8	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"295"	2	3.0
296.0	11	10	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"296"	2	3.0
297.0	14	0	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"297"	2	3.0
298.0	12	52	3	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"298"	2	3.0
299.0	11	22	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"299"	2	3.0
300.0	13	20	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"300"	2	3.0
301.0	9	41	4	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"301"	2	3.0
302.0	14	38	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"302"	2	3.0
303.0	15	0	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"303"	2	3.0
304.0	15	34	2	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"304"	2	3.0
305.0	11	1	3	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"305"	2	3.0
307.0	11	2	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"307"	2	3.0
308.0	13	52	5	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"308"	2	3.0
309.0	15	13	2	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"309"	2	3.0
310.0	15	39	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"310"	2	3.0
311.0	11	15	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"311"	2	3.0
312.0	14	13	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"312"	2	3.0
313.0	10	35	5	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"313"	2	3.0
314.0	14	12	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"314"	2	3.0
315.0	9	2	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"315"	2	3.0
316.1	13	11	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"316.1"	2	3.0
316.2	17	14	3	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"316.2"	2	3.0
316.3	11	12	6	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"316.3"	2	3.0
317.0	17	18	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"317"	2	3.0
318.0	13	1	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"318"	2	3.0
319.0	13	3	1	1	2							" "		" "																" "										" "		" "																" "			" "																		" "			" "			"319"	2	3.0
320.0	11	31	1	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"320"	2	3.0
322.1	14	15	3	1	1	2						" "		" "																" "		2								" "		" "																" "		1	" "	2																	" "		1	" "	2		"322.1"	2	3.0
