a01	hh_type	q_01	q_02	q_03	q_04	q_05	q_06	q_07	q_08	q_09	q_10	q_11	q_12	q_13	q_14	q_15	q_16	q_17	q_18	q_19	q_19a	q_19b	q_19c	q_20	q_20a	q_20a_2	q_20b	q_20b_2	q_20c	q_20c_2	q_20d_1	q_20d_2	q_20d_3	q_21
1670	3	1	600		20	0	1	4	2	4	2	1	432	1	2	260	5	800	1		3			1	1	1	2		2		6			150
1671	3	2	700		4	0	4	2	2	4	1	2	445.5	1	2	300	5	0	1		3			0	2		2		2		7			0
1672	3	1	1000		4	0	2	4	1	4	1	4	850.5	1	3	210	5	1000	1		3			4	1	1	1	2	1	3	6			1000
1673	3	1	2000		20	0	1	2	1	1	1	5	675	1	2	650	5	0	1		3			5	2		1	2	1	4	6			1000
1674	3	1	500		15	0	4	2	2	4	1	2	405	1	2	815	3	0	1		3			3	1	1	1	2	1	3	6			250
1675	3	1	2000		10	0	1	1	2	1	2	4	1417.5	1	3	350	5	700	1		3			1	2		1	2	1	3	6			700
1676	3	1	1000		25	0	1	4	2	4	1	2	396	2			9	0	4	35	3			1	1	1	2		2		6			150
1677	3	1	5000		5	0	1	1	2	1	1	3	507	1	2	1207	5	0	1		3			2	1	1	1	2	2		6			1500
1678	3	1	1000		20	0	1	4	2	4	1	2	360	1	2	200	9	0	1		3			2	1	3	1	1	2		1			200
1679.1	3	1	500		8	1	2	4	2	4	1	3	450	1	3	280	5	0	1		3			2	1	3	1	6	2		6			250
1679.2	3	1	500		8	1	2	4	2	4	1	3	450	1	3	280	5	0	1		3			1	1	4	2		2		6			150
1680	3	1	400		10	0	3	4	2	4	1	1	360	1	2	500	5	0	1		3			0	2		2		2		7			0
1681	2	3		500	20	1	3	2	2	4	1	1	135	1	5	200	6	200	1		3			1	1	1	2		2		6			40
1682	2	2	300		20	2	2	1	1	1	1	1	120	1	5	180	1		1		3			1	1	1	2		2		6			30
1683	2	1	400		25	5	3	2	2	4	1	3	135	2			6	0	3	0	3			2	1	1	1	3	2		4	1		200
1684	2	1	3000		15	0	3	2	2	4	1	2	720	2			6	0	3	0	3			4	1	1	1	2	1	3	1			1200
1685	2	1	500		2	0	3	2	2	4	2	2	135	2			6	400	4	280	3			1	1	1	2		2		6			60
1686	2	1	400		10	2	2	2	2	4	1	1	237	1	5	230	5	0	1		3			1	1	1	2		2		6			300
1687	2	1	300		9999	0	3	2	2	4	1	1	351	1	2	150	6	0	1		3			1	1	1	2		2		6			250
1688	2	1	1000		30	4	1	2	2	4	1	1	225	1	2	100	9	500	1		3			1	1	1	2		2		6			50
1689	2	1	800		30	0	2	1	2	4	2	4	486	1	2	700	5	0	1		3			4	1	1	1	3	2		6			350
1690	2	1	300		22	4	3	2	2	4	1	1	99	2			6	0	3	0	3			2	1	1	1	2	2		6			200
1691	2	1	325		40	0	3	2	2	4	1	2	135	2			6	0	4	200	3			2	1	1	1	3	2		6			250
1693	2	1	300		16	3	3	2	2	4	1	1	90	2			6	0	4	200	3			1	1	1	2		2		6			50
1694	2	1	300		30	0	2	2	2	4	1	1	225	2			6	0	3	0	3			1	1	1	2		2		6			120
1695	2	1	300		10	2	2	2	2	3	1	1	270	2			4	200	3	0	3			1	1	1	2		2		6			40
1696	2	1	400		14	2	3	2	2	3	1	1	270	2			6	100	4	300	3			2	1	1	1	4	2		1	3		500
1697	2	1	400		7	0	2	2	2	4	1	1	270	2			6	0	3	0	3			1	1	4	2		2		6			80
1698	2	1	250		14	0	3	2	2	4	1	1	189	2			5	300	4	150	3			1	1	1	2		2		6			350
1699	2	1	400		12	0	3	2	2	4	1	2	135	2			10	0	3	0	3			2	1	1	1	2	2		1			200
1700	2	1	1500		25	0	2	2	2	4	2	3	540	2			6	0	3	0	3			4	1	1	1	2	1	10	1			200
1701	2	1	1000		30	0	2	2	2	4	2	2	288	1	2	120	5	0	1		3			1	1	1	2		2		1			50
1702	2	1	1000		15	2	2	2	2	4	1	2	400	1	2	240	6	0	1		3			1	1	3	2		2		1			200
1703	2	1	500		20	0	5	9	2	4	1	1	216	1	2	105	9	0	1		3			1	1	2	2		2		6			100
1704	2	1	500		9	0	2	2	2	1	1	1	576	1	2	178	9	0	1		3			2	1	1	1	3	2		1			150
1705	2	1	1500		44	0	2	2	2	4	1	2	445	1	2	198	5	500	1		3			4	1	1	1	2	1	5	1			600
1706	2	1	500		5	0	3	2	2	4	1	1	120	1	2	138	5	200	1		3			1	1	1	2		2		6			100
1707	2	1	700		16	2	3	2	2	4	1	1	204	1	2	110	5	666	1		3			2	1	1	1	1	2		6			100
1708.1	2	1	200		12	4	3	2	2	4	1	1	112	1	2	99	5	1083	1		3			1	1	1	2		2		6			60
1708.2	2	1	200		15	4	3	2	2	4	1	1	112	1	2	99	5	850	1		3			1	1	4	2		2		6			20
1709	2	1	400		12	1	2	2	2	4	1	1	162	2			5	330	4	80	3			1	1	1	2		2		6			100
1710	2	1	600		18	2	3	2	2	4	2	2	548	1	2	145	6	0	1		3			1	1	3	2		2		6			90
1711	2	1	1000		15	0	1	2	2	4	3	3	445.5	1	2	280	5	900	1		3			4	1	1	1	3	1	6	1			320
1712	2	1	300		10	1	2	2	2	4	1	1	202.5	1	2	0	10	100	1		3			1	1	1	2		2		6			50
1713	2	1	500		10	2	3	2	2	4	1	2	270	1	2	105	10	0	1		3			1	1	1	2		2		6			200
1714	2	1	1500		10	3	2	1	2	1	1	3	234	1	2	118	5	200	1		3			2	1	1	1	2	2		6			230
1715	2	1	500		17	0	3	2	2	4	1	2	173	1	2	118	5	0	1		3			1	1	2	1	2	2		6			150
1716	2	1	300		20	0	3	2	2	4	1	1	175.5	2			5	700	4	280	3			0	2		2		2		7			0
1717	2	1	400		20	4	3	2	2	4	1	1	148.5	1	2	150	5	700	1		3			3	1	3	1	5	1	6	6			290
1718	2	1	500		15	4	3	2	2	4	2	3	567	1	2	240	5	250	1		3			2	1	1	1	2	2		6			120
1719	2	1	300		12	2	3	2	2	4	1	1	324	2			10	0	3	0	3			0	2		2		2		7			0
1720	2	1	300		1	0	1	2	2	4	1	1	168.75	2			5	300	4	180	3			1	1	1	2		2		6			100
1721	2	1	500		45	0	2	2	2	4	1	1	540	1	2	138	6	0	1		3			1	1	1	2		2		6			120
1722	2	1	2000		15	0	1	1	2	1	1	4	228	1	2	325	9	0	1		3			2	1	1	1	2	1	1	6			600
1723	2	1	1000		0	0	3	6	2	4	1	1	330	2			10	0	4	210	3			1	1	1	2		2		6			250
1724	2	1	400		20	0	2	2	2	4	1	1	283.5	2			5	900	4	150	3			1	1	4	2		2		6			100
1725	2	1	500		6	0	3	2	2	4	1	1	162	1	2	100	5	300	1		3			1	1	1	2		2		6			200
1726	2	1	500		50	0	1	2	2	4	1	2	450	1	2	300	5	500	1		3			2	1	4	1	1	2		6			400
1727	2	1	250		20	5	3	2	2	4	1	1	162	1	2	200	10	0	1		3			1	1	1	2		2		6			30
1728	2	1	400		70	1	1	1	2	1	2	3	652.5	1	6	474	5	0	1		3			1	1	3	2		2		6			200
1729	2	1	500		15	0	2	2	2	4	1	2	675	1	2	200	5	0	1		3			2	1	1	1	2	2		6			260
1730	2	1	400		15	0	3	2	2	4	1	2	220.5	1	2	200	5	0	1		3			1	1	1	2		2		6			150
1731	2	1	500		50	0	2	1	2	1	1	2	427.5	1	2	510	6	0	1		3			2	1	3	1	4	2		4			200
1732	2	1	1000		55	0	2	2	2	4	2	3	441	1	2	228	5	100	1		3			1	1	2	2		2		1			220
1733	2	1	900		8	0	1	1	2	1	1	3	330.75	1	2	350	5	400	1		3			2	1	1	1	2	2		1			350
1734	2	2	400		10	0	4	2	2	4	1	1	189	1	2	118	9	0	1		3			1	1	1	2		2		1			150
1735	2	1	400		8	3	4	2	2	4	1	1	267	1	2	100	10	0	1		3			1	1	1	2		2		6			50
1736	2	1	700		20	0	3	2	2	4	1	3	283	2			10	0	4	140	3			0	2		2		2		7			0
1737	2	1	500		25	0	4	2	2	4	1	3	175	1	2	278	9	0	1		3			1	1	1	2		2		6			100
1738	2	1	500		90	0	2	2	2	4	2	3	382.5	1	6	100	10	0	1		3			1	1	3	2		2		6			110
1739.1	2	1	400		55	0	2	1	1	4	1	1	236.25	1	6	150	6	0	1		3			1	1	1	2		2		6			80
1739.2	2	1	200		5	1	2	2	2	4	1	1	135	1	6	0	9	0	1		3			0	2		2		2		7			0
1740	2	1	300		70	1	3	2	2	4	1	1	162	1	2	138	9	0	1		3			0	2		2		2		7			0
1741	3	1	300		20	0	3	2	2	4	1	2	360	1	2	110	6	0	1		3			1	1	3	2		2		6			200
1742	3	1	200		1	0	4	2	2	4	1	1	162	2			5	400	4	150	3			0	2		2		2		6			20
1743	3	1	2000		24	0	3	2	2	4	2	2	450	1	2	293	6	0	1		3			3	2		1	3	1	6	6			500
1744	3	3		400	10	0	4	2	2	4	1	1	135	1	2	105	6	0	1		3			1	1	1	2		2		6			150
1747	3	2	200		14	0	4	2	2	4	1	1	162	1	3	50	6	0	1		3			1	1	1	2		2		6			100
1748	3	1	100		1	1	1	2	2	4	1	1	135	1	2	122	5	0	1		3			2	1	1	1	2	2		6			200
1749	3	1	200		20	0	3	2	2	4	1	2	283.5	1	2	160	1		1		3			0	2		2		2		7			100
1750	3	1	100		24	1	4	2	2	4	1	1	121.5	1	3	140	9	0	1		3			0	2		2		2		7			10
1752	3	1	1000		24	0	1	2	2	4	1	3	540	1	2	120	5	0	1		3			1	1	1	2		2		6			100
1753	3	1	500		1	0	1	2	2	4	1	2	243	1	3	110	6	0	1		3			1	1	1	2		2		6			50
1754	3	1	500		20	0	3	2	2	4	1	1	220.5	1	3	130	6	0	1		3			1	2		2		2		6			50
1755	3	1	400		22	0	3	2	2	4	1	2	220.5	1	3	120	6	0	1		3			1	1	1	2		2		6			40
1757	3	1	300		11	0	4	2	2	4	1	1	148.5	1	3	105	6	0	1		3			0	2		2		2		7			0
1758	3	1	200		13	0	5	2	2	4	1	1	108	1	3	105	9	0	1		3			1	1	2	2		2		7			40
1759	3	2	300		14	0	4	7	2	4	1	1	135	2			6	0	4	140	3			0	2		2		2		7			20
1760	3	1	500		17	0	4	2	2	4	1	1	220.5	1	3	125	6	0	1		3			1	1	1	2		2		6			50
1761	3	1	600		140	1	4	4	2	4	1	2	495	2			5	0	4	70	3			1	1	1	2		2		6			80
1762	3	1	1500		125	0	1	1	2	1	1	2	3240	2			5	0	4	150	3			1	1	1	2		2		6			50
1763	3	1	500		100	0	2	4	2	4	1	2	378	2			5	0	4	30	3			0	2		2		2		7			0
1764	3	1	1000		28	0	2	1	2	4	1	2	627	2			5	500	3	0	3			2	1	1	1	4	2		1			100
1765	3	1	200		184	0	3	4	2	4	1	1	675	2			5	0	3	0	3			1	1	1	2		2		6			200
1766	3	2	150		5	0	4	4	2	4	1	1	108	2			9	0	4	70	3			0	2		2		2		7			0
1767	3	2	200		3	0	4	5	2	4	1	1	288	2			9	0	4	105	3			1	1	1	2		2		6			250
1768	3	1	300		140	1	3	4	2	4	1	1	225	2			5	0	4	140	3			1	1	3	2		2		6			500
1769	3	1	500		20	0	4	4	2	4	1	2	450	2			5	600	4	70	3			1	1	1	2		2		6			20
1770	3	1	600		140	2	3	2	2	4	1	2	495	2			5	0	4	140	3			2	1	1	1	2	2		6			150
1771	3	1	300		100	2	4	2	2	4	1	1	315	2			5	500	4	140	3			0	2		2		2		7			0
1772	3	1	200		130	2	4	5	2	4	1	2	288	2			5	0	4	140	3			1	1	2	2		2		6			50
1773	3	1	3000		100	0	1	1	2	1	1	4	675	1	3	250	5	1500	1		3			2	1	1	1	3	2		6			400
1774	3	1	500		35	1	3	5	2	4	1	2	446	2			5	0	4	210	3			2	1	1	2		2		6			150
1775.1	3	1	1000		150	3	1	1	2	1	1	2	450	2			5	2000	4	210	3			3	1	18	1	8	1	2	6			1000
1775.2	3	1	2000		125	3	1	1	2	1	1	1	288	2			5	0	4	180	3			1	1	3	2		2		6			600
1775.3	3	1	10000		125	3	1	1	2	1	1	1	180	2			5	0	4	160	3			1	1	18	2		2		6			100
1776	3	1	200		140	0	4	4	2	4	1	1	202.5	2			6	0	4	105	3			0	2		2		2		7			0
1777	3	1	3000		90	0	3	4	2	4	1	2	292	2			5	250	4	105	3			1	2		1	2	2		6			300
1778	3	1	300		140	0	3	4	2	4	2	2	315	2			9	0	4	85	3			0	2		2		2		7			25
1779	3	1	100		50	1	3	2	2	4	1	1	270	2			9	0	4	50	3			0	2		2		2		7			0
1780	3	1	100		15	0	4	4	2	4	1	1	203	2			9	0	4	50	3			1	1	1	2		2		6			25
1781	3	1	1500		150	1	1	1	2	1	1	2	900	1	3	340	5	0	1		3			1	1	3	2		2		6			150
1782	3	1	3000		180	0	1	1	2	1	1	4	1125	1	3	350	6	200	1		3			3	1	1	1	2	1	5	6			500
1783	3	1	500		170	2	2	2	2	4	2	2	1125	1	2	200	5	550	1		3			4	1	1	1	2	1	3	6			300
1784	3	1	600		24	0	4	2	2	4	1	1	337.5	1	3	140	5	500	1		3			1	1	1	2		2		6			40
1785	3	1	500		140	2	2	1	2	4	1	1	405	1	3	150	5	0	1		3			1	1	2	2		2		6			20
1786	3	1	700		150	2	3	2	2	4	1	3	432	1	5	114	9	0	1		3			1	1	3	2		2		6			200
1787	3	1	300		200	0	2	10	2	4	1	1	270	1	3	130	9	0	1		3			1	1	2	2		2		6			30
1788	3	1	300		150	0	4	10	2	4	1	1	216	2			9	0	4	140	3			0	2		2		2		7			20
1789	3	1	1500		200	0	1	1	2	1	1	3	675	1	2	140	5	1500	1		3			5	1	1	1	2	1	5	6			800
1790	3	1	200		1	0	3	2	2	4	1	2	432	2			5	0	4	210	3			0	2		2		2		7			0
1791.1	3	1	200		150	2	3	4	2	4	1	1	180	2			5	0	3	0	3			1	1	1	2		2		6			200
1791.2	3	1	200		150	2	3	4	2	4	1	1	252	1	2	110	6	0	1		3			0	2		2		2		7			0
1791.3	3	1	200		150	2	3	5	2	4	1	1	162	1	2	110	5	500	1		3			2	1	8	1	10	2		6			400
1792	3	1	500		160	2	1	2	2	4	2	3	236.25	1	2	140	5	500	1		3			3	1	4	1	3	1	5	6			250
1793	3	1	400		150	1	2	2	2	4	1	1	306	1	2	230	5	500	1		3			2	1	1	1	2	2		6			200
1794	3	1	300		25	1	3	4	2	4	1	1	157.5	2			5	300	4	40	3			0	2		2		2		7			40
1795	3	1	500		120	0	3	4	2	4	1	3	346.5	1	2	110	6	0	1		3			1	2		1	3	2		6			150
1796	3	1	300		110	3	3	2	2	4	1	2	324	1	2	412	9	200	1		3			1	1	1	2		2		6			100
1797.1	3	1	300		3	1	3	2	2	4	1	2	236.25	2			5	300	3	0	3			1	1	5	2		2		6			60
1797.2	3	1	300		3	1	3	2	2	4	1	1	236.25	2			5	350	3	0	3			1	1	5	2		2		6			100
1798	3	1	500		10	0	3	1	2	1	1	4	648	2			5	300	3	0	3			4	1	1	1	3	1	6	6			800
1799	3	1	100		150	1	4	2	2	4	1	1	135	2			5	0	3	0	3			1	1	1	2		2		6			150
1800	3	1	1000		152	0	1	1	2	1	1	4	3672	1	2	250	5	800	1		3			3	1	1	1	3	1	4	6			300
1801	3	1	1000		9999	2	2	1	2	1	1	2	360	1	2	475	5	0	1		3			3	1	1	1	2	2		6			300
1802	3	2	3000		9999	0	3	1	1	1	1	1	702	1	2	800	5	0	1		3			1	1	1	2		2		6			40
1803	3	1	300		28	0	2	2	2	4	2	3	468	1	2	450	5	0	1		3			2	1	3	1	5	2		6			200
1804	3	1	100		12	0	4	2	2	4	1	1	84	2			5	600	4	300	3			0	2		2		2		7			0
1805	3	1	500		20	1	3	4	2	4	1	3	290	1	3	215	5	400	1		3			2	1	1	1	4	2		6			300
1806	3	1	300		9999	2	4	2	2	4	1	1	284	1	2	100	9	0	1		3			1	1	1	2		2		6			120
1807	3	1	100		9999	2	3	5	2	4	1	1	189	2			5	0	4	130	3			1	1	1	2		2		6			80
1808	3	1	400		9999	1	4	2	2	4	1	1	184	1	3	300	9	0	1		3			1	2		1	3	2		6			100
1809	3	1	2000		9999	0	2	1	2	1	2	2	216	1	3	875	5	1200	1		3			3	1	1	1	1	1	6	6			400
1810	3	1	4000		3	0	1	1	2	1	1	4	450	1	3	400	5	600	1		3			2	2		1	8	1	7	6			200
1811	3	1	500		9999	1	3	4	2	4	1	3	180	1	2	281	5	0	1		3			2	1	1	1	2	2		6			800
1812	3	1	1000		10	0	3	1	2	4	1	3	548	1	2	175	5	0	1		3			2	2		1	5	1	6	1			150
1813	3	1	300		9999	1	4	10	2	4	1	2	384	1	2	209	5	0	1		3			1	1	2	2		2		6			80
1814	3	1	500		9999	0	3	2	2	4	1	2	324	1	2	276	5	0	1		3			1	1	3	1	2	1	5	1			240
1815	3	1	1000		9999	0	2	1	2	1	1	3	450	1	2	220	5	0	1		3			3	1	1	1	2	1	6	6			400
1816	3	1	600		5	0	1	2	2	4	1	1	320	2			5	700	4	140	3			1	1	1	2		2		6			200
1817	3	1	300		9999	0	4	2	2	4	1	1	218	1	3	200	5	0	1		3			1	1	1	2		2		6			150
1818	3	1	300		6	0	3	2	2	4	1	3	437	1	2	405	5	0	1		3			2	1	1	1	6	2		6			200
1820	3	1	1000		5	0	1	1	2	4	1	3	360	1	3	119	5	0	1		3			1	1	2	2		2		6			200
1821	3	1	800		15	0	2	2	2	4	1	3	450	1	4	357	5	0	1		3			1	1	1	1	7	2		6			200
1822	3	1	5000		45	0	1	1	2	4	1	3	830	1	3	485	5	800	1		3			2	1	1	1	2	2		1			1000
1823	3	1	500		9999	0	2	5	2	4	1	3	240	1	3	110	5	0	1		3			1	1	1	2		2		6			100
1824	3	1	500		6	0	3	6	2	4	1	2	288	1	2	110	5	0	1		3			2	1	1	1	2	2		6			300
1825	3	1	200		9999	0	3	4	2	4	1	1	224	1	3	80	5	0	1		3			1	1	3	1	1	2		6			120
1826	3	1	200		8	1	3	4	2	4	1	1	78.75	2			5	0	4	40	3			1	1	1	2		2		6			30
1827	3	1	300		10	1	3	2	2	4	1	2	376	2			9	0	4	80	3			0	2		2		2		7			0
1828	3	1	500		9999	0	3	4	2	4	1	2	216	1	3	150	6	0	1		3			1	1	1	1	2	2		6			120
1829	3	1	500		35	1	3	4	2	4	1	2	376	1	3	381	5	0	1		3			1	1	1	1	4	2		1			100
1830	3	1	400		9999	0	4	4	2	4	1	2	428	1	3	105	5	0	1		3			1	2		1	2	2		6			75
1832	3	1	2000		15	0	1	2	2	4	1	1	428	1	4	485	5	0	1		3			3	1	4	1	2	1	7	6			200
1833	3	1	1000		20	1	1	4	2	4	1	3	350	1	3	238	5	0	1		3			3	1	1	1	2	1	3	6			1000
1834	3	1	1000		18	0	2	4	2	4	1	2	405	1	4	153	6	0	1		3			1	1	1	2		2		6			200
1835	3	1	300		24	0	3	4	2	4	1	4	654	2			5	0	3	0	3			1	1	1	1	9	2		6			300
1836	3	1	300		22	0	3	2	2	4	1	3	450	1	2	100	5	0	1		3			1	1	1	2		2		6			120
1837	3	2	200		10	0	3	4	2	4	1	2	220	1	2	100	5	0	1		3			1	1	4	2		2		6			80
1838	3	1	800		9999	0	3	4	2	4	1	2	364	1	3	602	5	0	1		3			1	1	1	1	7	2		6			120
1839	3	1	500		12	0	2	1	2	4	3	3	522	1	2	500	5	0	1		3			3	1	3	1	4	1	5	6			300
1840	3	1	300		9999	0	4	10	2	4	1	1	324	2			5	0	3	20	3			1	1	1	1	3	2		6			125
1841	3	2	400		1	2	2	2	2	4	1	2	288	1	2	155	5	0	1		3			2	1	1	1	2	2		6			400
1842	3	1	500		25	3	3	2	2	4	1	2	135	2			5	0	4	300	3			2	1	3	1	5	2		6			400
1843.1	3	1	1000		5	1	3	4	2	4	1	3	675	2			10	0	4	200	3			0	2		2		2		6			0
1843.2	3	1	1000		5	1	3	4	2	4	1	3	675	2			5	400	4	200	3			1	1	5	2		2		6			200
1845	3	1	1000		90	0	1	1	2	1	1	4	560	1	3	700	5	0	1		3			2	1	1	1	2	2		6			250
1846	3	1	1000		9999	0	2	1	2	4	1	5	720	1	2	560	5	700	1		3			3	1	1	1	2	1	4	6			1000
1847	3	1	700		20	0	2	1	2	4	1	2	324	1	2	105	5	0	1		3			0	2		2		2		6			300
1848	3	1	500		20	0	3	2	2	4	1	2	320	2			5	0	4	120	3			0	2		2		2		6			0
1849	3	1	500		3	0	3	2	2	4	1	2	337	1	3	200	10	0	1		3			1	1	1	2		2		6			200
1850	3	1	500		40	0	2	2	2	4	1	2	220	1	3	100	5	0	1		3			1	1	1	2		2		6			300
1851	3	1	500		40	0	2	2	2	4	1	1	324	1	2	50	5	0	1		3			1	1	3	2		2		6			100
1852	3	1	400		40	0	2	2	2	4	1	2	324	1	2	114	10	0	1		3			0	2		2		2		7			0
1853	3	1	500		10	0	4	2	2	4	1	3	675	2			10	0	4	200	3			1	1	1	2		2		6			150
1854	3	1	700		30	0	2	1	2	4	1	2	264	1	3	150	5	0	1		3			1	1	1	2		2		6			300
1855	3	1	500		15	0	2	2	2	4	1	2	288	2			10	0	4	150	3			1	1	3	2		2		6			300
1856	3	1	1000		10	0	3	2	2	4	1	3	675	1	3	400	6	0	1		3			2	1	1	1	4	2		1	4		500
1857	3	1	1500		4	0	3	1	2	1	1	2	675	1	3	300	5	400	1		3			1	1	2	2		2		1			400
1858	3	1	400		9999	0	3	2	2	4	1	1	252	2			5	0	4	210	3			1	1	1	2		2		6			400
1859	3	1	1000		30	0	1	1	2	1	1	4	380	1	3	260	5	0	1		3			3	1	1	1	2	1	4	6			700
1860	3	1	500		30	0	2	2	2	4	1	2	264	2			5	0	4	115	3			1	1	1	2		2		2			300
1861	3	1	2000		20	0	1	1	2	1	1	4	7938	1	2	630	5	500	1		3			3	1	1	1	4	1	5	6			700
1862	3	1	2000		35	0	1	1	2	4	1	2	1152	1	2	110	6	0	1		3			2	1	2	1	1	2		6			310
1863	3	1	1000		21	2	1	2	2	4	1	3	600	1	2	455	9	0	1		3			1	1	1	2		2		6			120
1864	3	1	500		190	0	3	4	2	4	1	2	432	2			6	0	4	105	3			1	1	1	2		2		6			40
1865	3	1	200		200	0	4	5	2	4	1	1	109	1	2	120	5	0	1		3			1	1	5	2		2		6			400
1866	3	1	1000		200	0	2	1	2	1	1	2	567	1	2	420	5	1000	1		3			1	1	4	2		2		6			300
1867	3	1	300		150	0	4	5	2	4	1	2	221	2			6	0	4	210	3			2	1	2	1	4	2		6			400
1868	3	1	2000		160	0	2	1	2	1	2	3	1147.5	1	2	272	5	0	1		3			1	1	2	1	4	2		6			350
1869	3	1	200		80	2	4	2	2	4	1	1	337.5	2			5	0	4	25	3			1	1	2	2		2		6			20
1870	3	1	3000		200	3	2	1	2	1	3	5	675	1	2	887	5	0	1		3			2	1	1	1	3	2		6			150
1871	3	1	500		160	0	2	1	2	4	1	3	2268	1	2	160	1		1		3			1	1	3	2		2		6			200
1872	3	1	1000		130	0	1	1	2	1	1	2	540	1	2	115	5	0	1		3			1	1	1	2		2		6			250
1873	3	1	10000		120	0	1	1	2	1	2	5	9450	1	2	1000	5	0	1		3			7	1	1	1	7	1	4	1			1200
1874	3	1	500		125	0	2	2	2	1	2	2	972	1	2	350	5	0	1		3			3	1	3	1	2	1	4	6			1000
1875	3	1	2500		170	1	3	2	2	1	1	3	486	1	2	750	5	0	1		3			6	1	4	1	1	1	6	6			1500
1876	3	1	2000		125	0	1	1	2	1	3	5	2349	2			5	0	3	0	3			3	1	1	1	2	1	6	6			1500
1877	3	2	300		110	2	4	2	2	4	1	1	324	2			9	0	3	0	3			0	2		2		2		7			0
1878	3	1	2000		23	0	2	1	2	1	1	6	2880	2			5	0	3	755	3			2	1	5	1	6	2		6			150
1879	3	1	200		180	2	4	10	10	4	1	2	288	2			5	0	4	105	3			0	2		2		2		7			0
1880	3	1	500		25	2	3	2	2	4	1	2	450	2			9	0	4	70	3			1	1	2	2		2		6			20
1881	3	1	4000		25	6	1	1	2	1	1	5	648	1	3	1200	2	200	1		3			5	1	1	1	2	1	7	1			850
1882	3	1	15000		22	2	2	1	1	1	1	1	540	1	2	510	2	450	1		3			1	1	1	2		2		6			50
1883	3	1	2000		60	0	1	1	2	1	1	4	1170	1	2	400	2	450	1		3			4	1	1	1	5	1	6	6			200
1884	3	1	300		50	0	3	4	2	4	1	3	331	1	3	350	2	450	1		3			1	1	1	2		2		1			200
1885	3	1	3000		80	0	1	1	2	1	1	3	360	1	2	212	2	450	1		3			2	1	1	1	2	2		6			150
1887	3	1	5000		120	0	2	1	2	4	1	2	540	1	2	550	2	450	1		3			1	1	2	2		2		6			100
1888	3	1	200		140	2	3	4	2	4	1	1	108	1	3	100	8	300	1		3			1	1	1	2		2		6			100
1889	3	1	5000		15	0	1	1	2	1	1	3	729	1	2	800	2	450	1		3			2	1	1	1	2	1	3	6			400
1890	3	3		2200	9999	2	2	1	2	1	2	1	180	1	2	100	2	150	1		3			1	1	1	2		2		6			150
1891	3	1	4000		30	0	1	1	1	1	1	2	546.75	1	2	300	2	450	1		3			4	1	1	1	2	1	3	6			500
1892	3	1	3000		40	0	2	9	2	4	1	2	360	1	2	181	2	450	1		3			2	1	3	1	4	2		1			120
1893	3	1	4500		50	2	1	1	2	1	3	3	2835	1	2	550	2	450	1		3			2	1	1	1	7	2		6			150
1894	3	1	4500		30	6	2	1	2	4	3	3	378	1	2	520	2	450	1		3			2	2		1	6	1	3	7			600
1895	3	1	1500		166	7	3	4	2	1	2	3	450	1	3	373	2	450	1		3			3	1	1	1	3	1	8	1			1050
1896	3	1	6000		50	3	1	1	2	1	1	3	585	1	3	598	2	450	1		3			4	1	1	1	2	1	5	6			800
1898	3	1	500		190	3	3	2	2	4	1	2	280	1	2	500	2	150	1		3			1	1	1	2		2		6			50
1899	3	1	1000		160	2	3	1	2	1	1	2	416	1	2	400	5	300	1		3			1	1	1	2		2		6			50
1900	3	1	1500		40	2	2	1	2	1	1	3	540	1	2	700	2	450	1		3			6	1	1	1	3	1	4	6			300
1901	3	1	200		195	1	4	2	2	4	1	1	216	1	2	180	5	0	1		3			1	1	1	1	2	2		6			600
1902	3	1	1200		78	0	2	1	2	4	1	2	1109	1	2	250	5	1000	1		3			2	1	5	1	2	1	1	6			150
1903	3	1	600		100	3	4	2	2	4	1	2	253	1	2	300	6	0	1		3			1	1	1	2		2		6			50
1904	3	1	300		26	0	4	2	2	4	1	1	506.25	2			9	0	4	200	3			1	1	3	2		2		6			600
1905	3	1	200		140	2	4	10	2	4	1	2	138	2			6	0	4	70	3			0	2		2		2		7			0
1906	3	1	500		120	2	4	2	2	4	1	3	396	1	3	200	9	0	1		3			1	1	3	2		2		6			150
1907	3	1	500		200	2	4	2	2	4	1	3	189	1	2	167	9	0	1		3			0	2		2		2		7			30
1908	3	1	500		120	3	2	2	2	4	1	3	288	1	3	250	5	0	1		3			1	1	4	2		2		6			150
1909	3	1	500		120	0	3	2	2	4	1	3	360	1	2	295	5	1000	1		3			2	1	1	1	2	2		1			250
1910	3	1	1500		48	0	1	1	2	4	2	4	1012.5	1	2	400	5	0	1		3			2	1	3	1	5	2		6			100
1911	3	1	1000		35	2	3	2	2	4	1	1	378	1	2	200	5	0	1		3			1	1	3	2		2		6			500
1914	3	1	1000		15	0	2	1	2	4	1	3	630	1	2	200	5	600	1		3			2	1	1	1	2	2		6			600
1915	3	1	200		145	0	4	2	2	4	1	1	252	1	2	160	5	0	1		3			2	1	2	1	4	2		6			500
1916	3	1	1000		35	2	1	1	2	1	1	3	688.5	1	3	200	6	200	1		3			2	1	1	1	3	2		6			200
1917	3	1	300		145	0	3	2	2	4	1	1	175.5	1	2	105	5	0	1		3			2	1	3	1	4	2		6			300
1919	3	1	500		40	2	3	4	2	4	1	5	931.5	1	2	300	5	1000	1		3			4	1	3	1	4	1	8	1			400
