a01	hh_type	mid	b2_01	b2_02	b2_03	b2_04	b2_05	b2_06a	b2_06b	b2_07	b2_08	b2_08a	b2_08b	b2_08c	b2_08d	b2_09	b2_10	b2_11	b2_12a	b2_12b	b2_13	b2_14	flag_b2
1872	3	5	1		2014	1	1	0.25	4	1	1	1	0	2		5	2	2	5		9999		
1872	3	3	1		2008	1	2	1	12	1	1	2	80	2		1	8	2	5		9999		
1873	3	99																					
1874	3	5	1		2013	1	1	0.25	4	1	1	1	0	2		5	4	2	5		9999		
1874	3	6	1		2014	66	2	0.25	4	1	1	2	0	2		1	66	2	1		9999		
1874	3	7	2	9																			
1875	3	6	1		2000	1	1	25	50	1	1	1	25	2		1	13	2	1		9999		
1876	3	9	1		2009	1	2	2	18	1	1	2	40	2		1	7	2	1		9999		
1876	3	10	1		2011	1	1	0.25	4	1	1	2	0	2		1	4	2	1		9999		
1876	3	2	1		2000	1	2	3	25	2	2								1		2010	21	
1877	3	3	1		2015	1	5	0.1	2	2	1	2	0	2		1	1	9					
1878	3	5	1		2007	1	2	20	50	1	1	2	0	1	700	1	9	2	1		9999		
1878	3	6	1		2004	1	1	0.5	10	2	2								1		2008	22	
1879	3	5	2	9																			
1879	3	7	1		2009	1	1	0.5	12	1	1	1	0	2		1	5	1	5		9999		
1879	3	4	1		2014	1	2	0.25	5	1	1	2	0	2		1	66	2	1		9999		
1879	3	3	1		2014	1	2	0.25	5	1	1	2	0	2		1	1	1	1		9999		
1879	3	6	2	9																			
1880	3	99																					
1881	3	8	1		1998	1	2	3	30	2	2								1		2010	21	
1881	3	6	1		2012	66	1	0.1	5	1	1	1	120	1	500	1	3	2	1		9999		
1881	3	5	1		2010	66	1	0.1	5	1	1	1	0	1	1000	1	5	2	1		9999		
1881	3	7	1		1998	1	2	90	180	1	1	2	0	2		1	16	2	1		9999		
1882	3	99																					
1883	3	3	1		2011	66	1	0.25	4	1	1	1	0	1	150	1	4	2	1		9999		
1884	3	3	1		2015	1	4	0.1	2	2	1	2	0	2		1	1	9					
1884	3	2	1		2000	1	2	9	30	1	1	2	250	2		1	14	2	1		9999		
1885	3	3	1		1999	1	11	2	30	1	1	2	3000	2		1	76	2	1		9999		
1887	3	4	1		2014	66	5	0.25	3	1	1	2	0	2		1	1	2	1		9999		
1887	3	3	1		2013	66	10	0	0	1	1	2	800	2		1	77	2	1		9999		
1888	3	2	1		2000	1	5	1	15	2	2								1		2007	21	
1888	3	3	1		2014	1	1	1	15	1	1	1	0	2		5	2	2	1		9999		
1889	3	5	1		2008	66	2	4	25	1	1	2	130	2		1	6	2	1		9999		
1889	3	4	1		2006	1	2	4	25	1	1	2	90	1	500	1	10	2	1		9999		
1889	3	3	1		2006	1	2	4	25	1	1	2	90	1	500	1	10	2	1		9999		
1890	3	4	1		2013	1	5	0.25	5	1	1	2	0	2		1	3	2	1		9999		
1891	3	3	1		2004	1	2	10	50	1	1	2	0	2		1	33	1	1		9999		
1891	3	4	1		2009	1	2	0.5	6	1	1	2	100	1	500	1	7	2	1		9999		
1892	3	4	1		2009	1	1	0.5	7	2	2								5		2011	6	
1892	3	5	1		2009	66	1	0.5	7	1	1	1	0	1	300	1	6	2	5		9999		
1892	3	3	1		2005	1	7	0.5	7	1	1	2	120	2		1	11	2	1		9999		
1893	3	4	1		2014	1	1	0.5	7	1	1	1	0	2		5	2	2	1		9999		
1893	3	7	1		2007	1	1	1	10	2	2								8		2003	21	
1893	3	3	1		2013	1	1	0.5	7	1	1	1	0	2		1	3	2	5		9999		
1894	3	3	1		2004	1	1	0.5	10	2	2								5		2014	21	
1894	3	5	1		2014	1	1	0.25	5	1	1	1	0	1	100	5	1	2	1		9999		
1894	3	4	1		2010	1	1	1	15	1	1	1	0	1	600	1	5	2	1		9999		
1895	3	7	1		2008	1	2	0.5	8	1	1	2	90	1	350	1	6	2	1		9999		
1895	3	8	1		2005	1	7	0.5	8	1	2								1		2015	21	
1895	3	6	1		2007	1	1	0.5	8	2	2								1		2010	22	
1895	3	3	1		1996	1	1	0.5	8	2	2								1		2002	22	
1895	3	5	1		2006	1	2	0.5	8	1	1	2	135	2		1	10	2	1		9999		
1896	3	6	1		2009	1	1	1	15	1	1	1	0	1	400	1	5	2	1		9999		
1896	3	4	1		2003	1	2	1	15	2	2								1		2009	21	
1898	3	5	1		2011	1	1	0.25	4	1	1	1	0	2		5	5	2	5		9999		
1898	3	4	1		2009	1	1	0.25	4	2	2								1		2012	11	
1899	3	99																					
1900	3	5	1		2008	1	1	0.5	10	1	1	2	110	1	300	1	8	2	1		9999		
1901	3	2	1		1999	1	1	0.5	8	2	2								1		2003	6	
1902	3	4	1		2013	1	1	0.1	3	1	1	1	0	2		5	3	2	5		9999		
1902	3	2	1		2003	1	1	60	80	1	1	1	25	2		1	13	2	1		9999		
1902	3	3	1		2009	1	2	5	20	1	1	2	0	2		1	77	2	1		9999		
1903	3	4	1		2013	1	1	0.1	3	1	1	1	0	1	40	1	3	2	1		9999		
1903	3	6	1		2015	66	1	0.1	3	2	1	1	0	2		1	66	9					
1903	3	5	1		2014	66	1	0.1	3	1	1	1	0	1	40	1	1	2	1		9999		
1903	3	3	1		2007	1	2	5	40	2	2								1		2010	11	
1904	3	5	1		2002	77	7	1	15	2	2								1		2006	11	
1905	3	3	1		2010	1	2	0.5	10	1	1	2	60	2		1	6	2	1		9999		
1905	3	4	1		2014	66	1	0.1	2	1	1	1	0	2		1	1	2	1		9999		
1906	3	6	1		2013	66	1	0.1	3	1	1	1	0	2		5	2	2	5		9999		
1906	3	5	1		2010	1	1	0.1	3	1	2								1		2015	9	
1907	3	5	1		2004	1	1	0.1	3	2	2								1		2005	6	
1907	3	4	1		2002	1	1	0.1	3	2	2								1		2004	6	
1907	3	6	1		2007	1	2	1	15	1	1	2	60	1	500	1	9	1	1		9999		
1908	3	5	1		2007	1	1	0.25	5	2	2								1		2009	9	
1908	3	3	2	3																			
1908	3	4	2	3																			
1908	3	7	1		2010	1	2	0.5	7	1	1	2	50	1	200	1	6	2	1		9999		
1908	3	6	1		2009	1	2	0.5	7	1	1	2	50	1	200	1	7	2	1		9999		
1908	3	8	1		2015	1	1	0.25	4	2	1	1	0	2		1	1	9					
1909	3	4	1		2012	1	1	0.25	5	1	1	1	0	2		5	4	2	5		9999		
1909	3	6	1		2004	1	2	4	30	2	2								1		2010	18	
1909	3	2	1		2002	1	2	0.5	7	2	2								1		2011	6	
1909	3	5	1		2015	1	1	0.25	5	2	1	1	0	2		1	1	9					
1909	3	3	1		2010	1	2	0.5	7	1	1	2	80	2		1	6	2	5		9999		
1910	3	4	1		2014	66	1	0.15	4	1	1	1	0	2		1	1	2	1		9999		
1910	3	5	1		1997	1	2	1	15	2	2								1		2005	5	
1911	3	5	1		2013	1	5	0.2	5	1	1	2	0	2		1	66	2	5		9999		
1911	3	3	1		2004	1	2	8	40	1	1	2	200	2		1	12	2	1		9999		
1911	3	4	1		2007	1	2	1	15	1	1	2	85	2		1	9	2	1		9999		
1914	3	2	1		2007	1	1	2	30	2	2								1		2012	21	
1915	3	5	1		2010	66	5	0.1	3	1	1	2	0	2		1	1	2	2	1	9999		
1915	3	4	1		2005	1	1	1	15	2	2								1		2007	9	
1916	3	4	1		2009	1	2	1	15	1	1	2	50	1	200	1	6	2	1		9999		
1916	3	5	1		2008	1	2	1	15	1	1	2	60	1	200	1	7	2	1		9999		
1916	3	3	1		2007	1	1	0.5	10	2	2								1		2012	6	
1917	3	3	2	9																			
1917	3	5	1		2011	1	6	0.25	4	1	1	2	0	2		1	1	2	2	1	9999		
1917	3	4	1		2009	1	1	1	15	2	2								1		2013	9	
1919	3	5	1		2013	1	1	0.25	4	1	1	2	0	1	200	1	2	1	1		9999		
1919	3	4	1		2002	1	1	1	12	2	2								1		2006	22	
1919	3	6	1		2014	66	6	0.25	4	1	1	2	0	2		1	66	1	1		9999		
1920	3	3	1		2009	1	2	1	12	1	2								5		2015	9	
1920	3	5	1		2014	66	1	0.5	8	1	1	1	0	2		1	1	2	1		9999		
1920	3	4	1		2011	1	6	0.25	4	1	1	2	0	2		1	5	2	1		9999		
1921	3	5	1		2011	1	1	0.25	5	1	1	1	0	1	200	1	5	2	1		9999		
1921	3	4	1		2007	77	1	3	20	1	1	1	0	1	200	1	5	2	1		9999		
1922	3	5	1		2008	66	2	3	15	1	1	2	0	1	250	1	7	2	1		9999		
1923	3	3	1		2012	1	1	1	15	1	1	1	0	1	500	5	4	2	5		9999		
1924	3	99																					
1926	3	6	1		2011	1	1	0	2	1	1	1	0	1	500	1	5	2	1		9999		
1926	3	5	1		2010	1	2	0	2	1	1	2	0	1	600	1	6	2	1		9999		
1926	3	7	1		2013	1	1	0	2	1	1	1	0	2		5	3	2	5		9999		
1926	3	3	1		2002	1	9	40	120	1	1	1	30	2		1	14	2	1		9999		
1927	3	5	1		1997	1	2	6	30	2	2								8		2005	21	
1927	3	6	1		2014	1	1	0.5	5	1	1	1	0	1	100	5	2	2	5		9999		
1927	3	3	1		2013	1	1	0.5	5	1	1	1	0	1	150	5	3	2	5		9999		
1928	3	5	1		1998	1	2	0.25	5	2	2								1		2006	11	
1928	3	4	1		2010	1	2	0.25	5	1	1	2	0	1	600	1	6	2	5		9999		
1928	3	6	1		2004	1	2	9	60	2	2								8		2014	21	
1928	3	3	1		1999	1	2	0.25	5	2	2								1		2007	11	
1929	3	99																					
1930	3	5	1		2005	1	2	0	2	1	1	2	0	1	200	1	10	2	8		9999		
1930	3	6	1		2003	1	9	3	15	2	2								8		2012	21	
1930	3	3	1		1997	1	2	0	2	2	2								1		2004	11	
1931	3	4	1		2010	1	2	1	12	1	1	2	0	1	250	8	6	2	5		9999		
1932	3	2	1		2006	1	2	0.25	10	1	1	2	60	1	400	1	10	2	1		9999		
1932	3	3	1		2013	77	2	0.25	10	1	1	2	130	2		1	3	2	1		9999		
1933	3	4	1		1997	1	1	1	10	2	2								1		2001	21	
1934	3	3	1		2012	77	2	0.5	8	1	1	2	200	2		1	77	2	1		9999		
1934	3	4	1		2015	66	1	0.25	5	2	1	1	0	2		1	66	9					
1935	3	3	1		2010	1	2	0.5	8	1	1	2	0	1	250	1	6	2	1		9999		
1936	3	3	1		2006	1	2	0.25	5	1	1	2	0	1	300	1	10	2	1		9999		
1937	3	4	1		2009	1	2	0.25	10	1	1	2	45	1	650	1	7	2	1		9999		
1937	3	5	1		2015	1	1	0.25	10	2	1	1	0	2		1	1	9					
1938	3	5	1		2006	1	2	0.25	10	1	1	2	70	1	600	1	10	2	1		9999		
1938	3	4	1		2014	1	1	0.25	10	1	1	1	0	1	300	5	2	2	5		9999		
1938	3	6	1		2008	1	2	0.25	10	1	1	2	35	1	300	1	8	2	1		9999		
1939	3	4	1		2015	1	1	0.25	10	2	1	1	0	1	40	1	1	9					
1939	3	3	1		2010	1	2	0.25	10	1	1	2	60	1	300	1	5	2	1		9999		
1940	3	4	1		1997	1	2	45	120	2	2								8		2006	21	
1940	3	5	1		1999	1	2	45	120	2	2								8		2006	21	
1941	3	99																					
1942	3	5	1		2015	66	12	0	3	2	1	2	80	2		1	66	9					
1942	3	4	1		1998	1	2	1	12	2	2								8	5	2004	21	
1943	3	3	1		2015	66	12	1.5	20	2	1	2	170	2		1	66	9					
1944	3	99																					
1945	3	3	1		2010	1	2	1	20	1	1	2	0	1	200	1	6	2	1		9999		
1946	3	7	1		2005	1	2	1	10	2	2								8		2012	21	
1947	3	4	1		2010	1	2	1	20	1	1	2	0	1	200	1	6	2	5		9999		
1948	3	99																					
1949	3	3	1		2012	1	1	0.5	10	1	1	1	0	2		1	4	2	1		9999		
1950	3	4	1		2014	1	1	1	12	1	1	1	0	1	100	1	2	2	1		9999		
1950	3	3	1		2009	1	2	1	12	1	1	2	0	1	500	1	7	2	5		9999		
1951	3	99																					
1952	3	99																					
1953	3	3	1		2008	66	2	1	12	1	1	2	0	1	300	1	7	2	5		9999		
1954	3	3	1		2015	66	12	2	15	2	1	2	160	2		1	66	9					
1954	3	2	1		1996	1	2	1	12	2	2								1		2005	21	
1955	3	3	1		2009	1	2	1	20	1	1	2	0	1	200	1	7	2	1		9999		
1956	3	3	1		2010	1	2	1	15	1	1	2	0	1	200	1	6	2	1		9999		
1956	3	4	1		2015	1	1	1	15	2	1	1	0	2		1	66	9					
1957	3	5	1		2015	66	1	1	10	2	1	1	0	2		1	66	9					
1957	3	3	1		2007	1	2	1	10	1	1	2	20	2		1	9	2	8		9999		
1957	3	4	1		2010	1	2	1	10	1	1	2	20	2		1	6	2	1		9999		
1958	3	5	1		2015	1	1	0.5	10	2	1	1	0	2		1	1	9					
1958	3	3	1		2002	1	2	0.5	10	2	2								1		2013	21	
1958	3	4	1		2010	1	2	0.5	10	1	1	2	0	2		1	6	2	5		9999		
1959	3	3	1		2013	66	12	1.5	20	1	1	2	120	1	100	1	2	2	1		9999		
1959	3	4	1		2007	1	1	10	35	2	2								1		2011	22	
1960	3	6	1		2008	1	7	2	25	1	1	2	0	2		1	5	1	1		9999		
1960	3	5	1		2015	66	12	1	20	2	1	2	150	2		1	66	9					
1960	3	4	1		1999	1	2	2	30	2	2								1		2008	21	
1961	3	99																					
1962	3	3	1		2011	66	1	1	10	1	1	1	0	1	150	5	4	2	5		9999		
1963	3	3	1		2000	66	9	7	60	1	1	2	25	1	400	1	12	2	1		9999		
1963	3	5	1		2008	66	2	2	20	1	1	2	10	1	300	1	7	2	1		9999		
1963	3	6	1		2013	66	1	2	20	1	1	1	0	2		5	2	2	1		9999		
1964	3	7	1		2001	1	9	150	240	1	1	1	0	2		1	74	2	1		9999		
1964	3	5	1		2009	1	2	1	15	1	1	2	10	2		1	7	2	1		9999		
1964	3	8	1		2003	1	9	7	50	1	1	2	0	2		1	13	2	1		9999		
1965	3	3	1		2008	1	1	1	10	2	2								1		2013	10	
1965	3	4	1		2010	66	1	1	10	1	1	1	0	2		5	5	2	5		9999		
1965	3	5	2	1																			
1966	3	2	1		1996	1	1	1	10	2	2								5		2001	9	
1966	3	3	1		2013	66	1	1	10	1	1	1	0	1	120	5	2	2	5		9999		
1967	3	99																					
1968	3	99																					
1969	3	99																					
1970	3	99																					
1971	3	4	1		1999	1	2	1	15	2	2								6		2008	21	
1973	3	3	1		2013	66	1	1.5	15	1	1	1	0	1	200	1	2	2	1		9999		
1974	3	99																					
1976	3	2	2	9																			
1977	3	4	1		2007	1	2	1.5	15	2	2								1		2013	9	
1978	3	4	1		2015	1	1	1	10	2	1	1	0	2		1	1	9					
1978	3	3	1		2015	1	1	1	10	2	1	1	0	2		1	1	9					
1979	3	4	1		2015	66	3	0.5	5	2	1	2	60	2		1	66	9					
1979	3	3	1		2014	66	1	1	10	1	1	1	0	2		5	1	2	1		9999		
1979	3	2	1		1998	66	2	0.5	5	2	2								1		2005	21	
1980	3	99																					
1981	3	3	1		2005	66	2	1	10	1	1	2	30	1	500	1	10	2	1		9999		
1982	3	4	1		2013	66	12	0.5	5	1	1	2	200	2		1	2	2	1		9999		
1982	3	3	1		2000	66	1	0.5	5	2	2								1		2003	9	
1983	3	3	1		2015	1	8	0.25	3	2	1	2	100	2		1	1	9					
1984	3	3	1		2010	66	1	0.25	3	1	1	1	0	2		1	5	2	1		9999		
1985	3	99																					
1986	3	2	1		2003	1	9	5	30	1	1	2	40	2		1	12	2	8		9999		
1986	3	4	1		2010	1	2	1	10	1	1	2	30	1	100	8	6	2	5		9999		
1986	3	3	1		2005	1	2	1	10	1	1	2	35	2		1	10	2	1		9999		
1987	3	2	1		1997	66	1	1	10	2	2								1		2002	6	
1988	3	99																					
1989	3	6	1		2011	66	1	5	4	1	1	1	0	2		1	2	2	1		9999		
1989	3	3	1		2003	1	9	7	45	1	1	2	15	2		1	12	2	1		9999		
1989	3	4	1		2006	1	2	25	120	1	1	2	20	2		1	9	2	1		9999		
1989	3	7	1		2015	1	8	0.25	2	2	1	2	100	2		1	1	9					
1989	3	5	1		2009	66	1	0.5	4	1	1	1	0	2		1	3	2	1		9999		
1991	3	3	1		2014	1	8	0	0	1	1	2	110	2		1	2	2	1		9999		
1994	3	4	1		2014	66	12	0.5	8	1	1	2	200	2		1	66	2	1		9999		
1994	3	3	1		2010	66	1	0.25	5	1	1	1	0	1	400	5	5	2	5		9999		
1995	3	3	1		2010	66	1	0.5	5	1	1	1	0	1	200	5	2	2	5		9999		
1995	3	4	1		2014	66	12	0.5	5	1	1	2	200	2		1	66	2	1		9999		
1996	3	99																					
1997	3	2	2	3																			
1998	3	3	1		2010	66	1	0.5	5	1	1	1	0	2		5	5	2	5		9999		
1998	3	5	1		2014	66	1	0.5	5	1	1	1	0	2		1	1	2	1		9999		
1998	3	4	1		2013	66	1	0.5	5	1	1	1	0	2		5	2	2	5		9999		
1999	3	1	2	3																			
2000	3	3	2	5																			
2001	3	99																					
2002	3	99																					
2003	3	3	1		2007	66	2	3	30	1	2								5		2015	9	
2004	3	4	1		2013	66	1	0.1	1	1	1	1	0	2		1	2	2	1		9999		
2004	3	3	1		2008	66	2	2	30	1	1	2	30	2		8	7	2	8		9999		
2004	3	5	1		2006	1	1	0.1	1	2	2								1		2008	9	
2005	3	3	1		2013	66	1	0.1	1	1	1	1	0	2		5	2	2	5		9999		
2006	3	99																					
2007	3	99																					
2009	3	2	1		2007	1	1	0.1	2	2	2								1		2012	9	
2010	3	4	1		2011	66	1	0.4	5	1	1	1	0	2		5	4	2	5		9999		
2010	3	3	1		2004	66	2	3	35	1	1	2	30	1	300	1	10	2	1		9999		
2011	3	4	1		2007	1	2	2	20	1	1	2	40	1	600	1	9	2	1		9999		
2011	3	3	1		1996	1	2	1	10	2	2								1		2005	12	
2012	3	3	1		2011	66	8	0.2	3	1	1	2	200	2		1	4	2	1		9999		
2012	3	6	1		2014	66	1	0.3	4	1	1	1	0	2		1	1	2	1		9999		
2012	3	4	1		2015	66	1	0.3	4	2	1	1	0	2		1	66	9					
2013	3	5	1		2009	1	10	0.25	4	1	1	2	200	2		1	7	2	1		9999		
2013	3	3	1		2001	66	9	5	40	1	1	2	25	1	500	1	13	2	1		9999		
2013	3	6	1		2009	66	1	0.25	3	1	1	2	30	2		1	6	2	1		9999		
2014	3	5	1		2005	66	2	3	30	1	1	2	100	1	300	1	10	2	1		9999		
2014	3	3	1		2001	66	9	4	30	1	1	2	200	1	400	1	13	2	9		9999		
2014	3	4	1		2004	66	2	3	30	1	1	2	100	2		1	10	2	1		9999		
2015	3	3	1		2015	1	1	0.1	1	2	1	1	0	1	200	1	1	9					
2016	3	99																					
2017	3	99																					
2018	3	4	1		2009	66	2	2.5	30	1	1	2	40	1	200	1	6	2	5		9999		
2018	3	3	1		2006	66	2	2.5	30	1	1	2	60	1	600	1	9	2	5		9999		
2019	3	4	1		2009	66	2	2	20	1	1	2	70	1	200	1	6	2	5		9999		
2019	3	3	1		2003	1	2	2	20	2	2								5		2013	12	
2020	3	99																					
2022	3	4	1		2003	1	2	5	50	2	2								1		2010	9	
2023	3	3	1		2013	1	1	0.5	5	1	1	1	0	2		1	3	2	1		9999		
2024	3	4	1		2013	1	1	1	10	1	1	1	0	2		1	3	2	1		9999		
2025	3	2	2	5																			
2025	3	3	1		2015	66	1	0.25	3	2	1	1	0	2		1	66	9					
2026	3	3	1		2013	66	1	0.25	5	1	1	1	0	1	100	5	2	2	5		9999		
2027	3	4	1		2010	66	1	0.5	7	1	1	1	0	2		5	5	2	5		9999		
2027	3	5	1		2015	1	1	0.5	7	2	1	1	0	2		1	1	9					
2028	3	3	1		2010	1	1	0.5	5	1	1	1	0	1	150	5	5	2	5		9999		
2029	3	1	1		1998	1	1	0.5	5	2	2								1		2000	9	
2029	3	2	1		2000	1	2	2	20	2	2								1		2000	9	
2030	3	3	1		2011	66	12	1.5	25	1	1	2	200	2		1	3	2	1		9999		
2031	3	3	1		2013	66	12	0.25	4	1	1	2	150	2		1	2	2	1		9999		
2033	3	5	1		2014	1	1	0.25	3	1	1	1	0	2		1	2	2	1		9999		
2033	3	4	1		1998	1	2	3	23	2	2								1		2007	9	
2034	3	5	1		2014	66	1	0.5	4	1	1	1	0	2		1	1	2	1		9999		
2035	3	99																					
2036	3	4	1		2006	66	2	11	50	1	1	2	32	1	600	1	9	2	1		9999		
2037	3	2	1		2008	1	2	2	20	1	1	2	30	2		1	8	2	1		9999		
2038	3	99																					
2039	3	3	1		2011	66	12	1	12	1	1	2	100	2		1	4	2	1		9999		
2039	3	4	1		2014	66	10	0.5	7	1	1	2	150	2		1	77	2	1		9999		
2040	3	3	1		2011	66	1	0.5	5	1	1	1	0	2		5	3	2	5		9999		
2041	3	99																					
2042	3	3	1		2006	1	2	1	8	1	1	2	120	2		1	10	2	1		9999		
2042	3	4	1		2012	66	1	0.5	4	1	1	1	0	2		1	3	2	1		9999		
2043	3	4	1		2011	66	5	0.25	4	1	1	2	0	2		1	4	2	1		9999		
2043	3	3	1		2008	66	2	1.5	15	1	1	2	30	1	300	1	7	2	5		9999		
2043	3	2	1		2008	66	2	1.5	15	1	1	2	30	1	300	1	7	2	5		9999		
2044	3	99																					
2045	3	99																					
2046	3	4	1		2014	66	1	0.5	7	1	1	1	0	2		1	1	2	1		9999		
2046	3	3	1		2013	66	1	0.5	7	1	1	1	0	2		1	2	2	1		9999		
2047	3	2	1		1999	1	2	2	22	2	2								1		2011	21	
2047	3	6	1		2006	66	2	2	22	1	1	2	25	1	500	1	9	2	1		9999		
2048	3	4	1		2013	66	1	0.25	3	1	1	1	0	1	150	1	2	2	1		9999		
2048	3	3	1		2005	1	2	1.5	15	1	1	2	30	1	600	1	10	2	1		9999		
2049	3	3	1		2006	66	2	1.5	15	1	1	2	35	1	500	1	9	2	5		9999		
2051	3	5	1		2014	66	1	0.5	5	1	1	1	0	1	100	1	1	2	1		9999		
2051	3	3	1		2006	1	7	3	35	1	1	2	80	1	300	8	8	2	5		9999		
2051	3	6	1		2015	76	1	0.3	3	2	1	1	0	2		1	76	9					
2051	3	4	1		2010	66	1	0.5	5	1	1	1	0	1	300	5	5	2	5		9999		
2052	3	3	1		2015	66	7	0.5	10	2	1	2	0	2		1	66	9					
2053	3	99																					
2054	3	3	1		2006	66	2	1	12	1	1	2	30	2		1	9	2	5		9999		
2055	3	99																					
2056	3	3	1		2014	66	1	0.25	4	1	1	1	0	2		1	1	2	1		9999		
2056	3	2	1		1997	1	1	1	12	2	2								1		2002	5	
2057	3	4	1		2005	66	2	1	10	1	1	2	40	1	300	1	10	2	1		9999		
2057	3	5	1		2012	66	1	0.75	10	1	1	1	0	2		1	3	2	1		9999		
2058	3	4	1		2007	1	2	1	12	1	1	2	90	1	300	1	9	2	1		9999		
2058	3	3	1		2003	1	9	7	40	1	1	2	45	2		1	12	2	1		9999		
2059	3	3	1		2012	1	5	0.25	3	1	1	2	0	2		1	4	2	1		9999		
2059	3	4	1		2015	66	3	0.25	3	2	1	2	0	2		1	66	9					
2060	3	99																					
2061	3	99																					
2062	3	4	1		2015	1	1	1.5	20	2	1	1	0	2		1	1	9					
2062	3	3	1		2010	1	5	0.5	6	1	1	2	0	2		1	4	2	1		9999		
2063	3	99																					
2064	3	99																					
2066	3	4	1		2015	66	12	1	10	2	1	2	150	2		1	66	9					
2066	3	3	1		2011	66	12	1	10	1	1	2	200	2		1	4	2	1		9999		
2067	3	2	1		2010	66	1	1	10	1	1	1	0	1	400	1	4	1	1		9999		
2068	3	5	1		2015	66	12	1.5	20	2	1	2	150	2		1	66	9					
2068	3	3	1		2004	1	9	7	35	1	1	2	150	1	500	1	12	2	1		9999		
2068	3	4	1		2008	1	2	3	30	1	1	2	100	2		1	8	2	1		9999		
2070	3	3	1		2009	1	2	2	15	1	1	2	50	2		1	7	2	5		9999		
2071	3	3	1		2008	66	2	2	22	1	1	2	40	1	200	1	7	2	5		9999		
2072	3	3	1		2001	66	9	20	65	1	1	2	30	2		1	13	2	8		9999		
2072	3	4	1		2012	66	12	1	8	1	1	2	0	2		1	3	2	1		9999		
2073	3	5	1		2013	66	5	1	7	1	1	2	0	2		1	2	2	1		9999		
2073	3	4	1		2009	1	5	1	7	1	1	2	0	2		1	4	2	1		9999		
2074	3	99																					
2075	3	4	1		2014	66	12	1	10	1	1	2	100	2		1	1	2	1		9999		
2075	3	3	1		2009	66	12	1	10	1	1	2	300	2		1	5	2	1		9999		
2076	3	3	1		2001	66	9	7	35	1	1	1	30	2		1	13	2	8	9			
2076	3	4	1		1996	1	2	3	30	2	2								8		2006	12	
2077	3	3	1		2010	66	1	0.2	3	1	1	1	0	1	300	5	5	2	5		9999		
2077	3	4	1		2015	66	1	0.2	3	2	1	1	0	2		1	66	9					
2078	3	99																					
2079	3	99																					
2080	3	4	1		2013	66	12	0.25	2	1	1	2	250	2		1	2	2	1		9999		
2080	3	3	1		2011	66	5	0.4	4	1	1	2	0	2		1	4	2	1		9999		
2081.1	2	5	1		1998	66	7	1	20	2	2								1		2005	21	
2081.2	2	7	1		2005	66	2	1	15	1	2								1		2014	21	
2081.2	2	4	1		1999	66	2	1.5	25	2	2								1		2008	6	
2082	2	2	1		1998	66	2	1	15	2	2								8		2008	21	
2083	2	3	1		2008	1	2	1	15	1	1	2	30	1	200	1	8	2	5		9999		
2085	2	2	1		2002	66	2	10	40	1	2								1		2014	11	
2085	2	4	1		2003	66	2	0.5	10	2	2								8		2013	21	
2086	2	4	1		2000	66	2	4	30	1	1	2	0	2		1	33	2	1		9999		
2087	2	4	1		2009	66	2	1.5	25	1	1	2	20	1	100	1	6	2	5		9999		
2088	2	3	1		2014	1	1	0.25	5	1	1	1	0	2		5	2	2	5	6	9999		
2089	2	6	1		2003	66	2	12	30	1	1	2	0	2		1	12	2	9		9999		
2089	2	5	1		2001	66	2	35	55	1	1	2	240	2		1	13	2	1		9999		
2089	2	7	1		2007	66	2	1	15	1	1	2	0	2		1	7	2	5		9999		
2090	2	4	1		2010	66	1	0.5	10	1	1	1	0	2		6	4	2	6		9999		
2090	2	3	1		2004	66	2	1.5	20	1	1	2	0	2		1	10	2	1		9999		
2091	2	5	1		2009	1	2	1.5	15	1	1	2	20	1	200	1	7	2	5		9999		
2091	2	4	1		2007	66	2	1.5	15	1	1	2	20	1	200	1	8	2	1		9999		
2091	2	3	1		2001	66	9	40	120	1	1	1	25	2		1	13	2	8		9999		
2092	2	4	1		2001	1	2	1	15	2	2								5		2009		
2092	2	3	1		1998	1	2	1	15	2	2								1		2008		
2093	2	2	1		2014	1	1	0.5	10	1	1	1	0	2		1	2	2	6		9999		
2094	2	99																					
2095.1	2	6	1		2000	1	1	1	10	2	2								8		2010	21	
2095.2	2	7	1		2015	66	1	0.5	10	2	1	1	0	2		5	66	9					
2095.2	2	5	1		2000	66	2	1.5	25	2	2								8		2009	21	
2096	2	3	1		2007	1	2	0.5	10	1	1	2	0	1	350	8	9	2	8		9999		
2096	2	5	1		2014	66	1	0.5	10	1	1	1	0	2		1	1	2	1		9999		
2096	2	4	1		2010	1	1	1	15	1	1	1	0	1	100	5	5	2	5		9999		
2097	2	3	1		2014	66	1	1	15	1	1	1	0	2		1	1	2	6		9999		
2098	2	3	1		2008	1	2	1.5	20	1	1	2	0	1	500	1	7	2	5	2	9999		
2099	2	2	1		1999	66	2	1	15	2	2								8		2009	21	
2100	2	99																					
2101	2	6	1		2007	1	1	0.5	10	1	1	1	0	1	300	1	10	2	1		9999		
2101	2	4	1		2001	1	1	0.5	10	2	2								1		2011	22	
2101	2	5	1		2004	1	1	0.5	10	2	1	1	0	2		1	13	2	1		9999		
2102	2	2	1		1997	66	1	1	10	2	2								1		2003	9	
2103	2	2	1		1996	1	3	0.5	10	2	2								8		2010	21	
2104	2	2	1		2014	66	1	0.25	10	1	1	1	0	2		1	1	2	1		9999		
2105	2	3	1		2002	1	8	35	90	1	1	1	300	2		1	13	2	8		9999		
