a01	rid	n01	bid	n02	n03a	n03b	n03c	n04a	n04b	n04c	n05	n06a	n06b	n07	n08a	n08b	n08c	n09a	n09b	n09c	n10a	n10b	n10c	n11a	n11b	n11c	n12a	n12b	n12c	n13	n14	n15	n16	n17a	n17b	n18	n19	n20a	n20b	n21	n22a	n22b	sample_type
370	1	1	1	30	1			1			16000	20	3	1							1			1			1			2	8.0	100.0	100.0	1		2	2	2		0	1		3
370	1	1	2	21	1	2		1			3000	3	6	1							1			1			1			3	2.0	100.0	100.0	1		1	2	2		0	1		3
371	1	1	1	2	1			1			16000	30	0	1							1			1			1			3	8.0	100.0	100.0	1		2	2	1		0	1		3
372	1	2																																									3
373	1	1	1	2	1	3		1	3		7200	30	0	1							1	3		1	3		1			3	4.0	100.0	100.0	1		2	3	2		0	2		3
374	1	1	1	26	1			1			16000	14	0	1							1			1			1			2	4.0	100.0	100.0	1		1	2	3	10	0	1		3
374	1	1	2	30	1			1			4500	10	0	1							1			1			1			3	1.0	100.0	100.0	1		3	2	3	10	0	1		3
374	1	1	3	30	1			1			15000	14	0	1							1			1			1			3	9.0	100.0	100.0	1		3	2	3	10	0	1		3
375	1	1	1	26	1			1			40000	15	6	1							1			1			1			2	6.0	100.0	100.0	1		1	2	5		0	1		3
376	1	1	1	21	1			1			70000	3	3	1							1			1			1			3	2.0	100.0	100.0	1		1	2	2		0	1		3
376	1	1	2	30	1			1			20000	20	6	1							1			1			1			3	2.0	100.0	100.0	1		1	2	2		0	1		3
377	1	1	1	30	1	3		1	3		15000	30	3	1							1	3		1	3		1			3	12.0	100.0	100.0	1		2	2	12		0	1		3
378	1	1	1	26	1			1			3700	3	0	1							1			1			1			2	4.0	100.0	100.0	1		3	2	2		0	1		3
378	1	1	2	30	1			1			35000	12	0	1							1			1			1			1	12.0	100.0	100.0	1		3	2	2		0	1		3
379	1	1	1	2	1	72		1	72		32000	5	0	1							1	72		1	72		1	72		3	6.0	50.0	50.0	1		5	2	2		0	1		3
379	1	1	2	30	1	2		1	2		1060	0	3	1							1	2		1	2		1	2		1	3.0	100.0	100.0	3		2	2	2		0	1		3
380	1	1	1	26	1			1			45000	3	0	1							1			1			1			2	12.0	100.0	100.0	1		2	2	2		0	1		3
380	1	1	2	30	1			1			57000	8	2	1							1			1			1			2	12.0	100.0	100.0	1		2	2	2		0	1		3
381	1	2																																									3
382	1	1	1	28	1			1			220000	30	4	1							1			1			1			2	12.0	100.0	100.0	1		3	2	2		0	1		3
383	1	1	1	29	1			1			6000	1	0	1							1			1			1			1	12.0	100.0	100.0	1		1	2	1		0	1		3
384	1	2																																									3
385	1	1	1	29	1			1			10000	20	6	1							1			1			1			2	8.0	100.0	100.0	1		3	2	2		0	1		3
385	1	1	2	30	2			2			5000	5	6	1							2			2			2			1	12.0	100.0	100.0	1		3	3	12		0	1		3
386	1	2																																									3
387	1	2																																									3
388	1	1	1	31	1			1			60000	20	0	1							1			1			1			3	12.0	100.0	100.0	1		4	2	1		0	1		3
389	1	2																																									3
390	1	1	1	31	1			1			250000	16	0	1							1			1			1			3	12.0	0.0	100.0	1	3	4	1	12		0	1		3
391	1	2																																									3
392	1	2																																									3
393	1	1	1	14	1			1			50000	30	3	1							1			1			1			1	12.0	100.0	100.0	1		3	2	2		0	1		3
393	1	1	2	13	3			3			2400	0	3	1							1			1			3			1	3.0	100.0	100.0	1		1	3	12		0	1		3
394	1	2																																									3
395	1	2																																									3
396	1	1	1	31	1			1			70000	16	0	1							1			1			1			3	12.0	100.0	100.0	1		4	2	2	3	0	1		3
396	1	1	2	30	1	2		2			16000	0	8	1							2	1		2	1		2	1		1	8.0	100.0	100.0	3		3	2	2		0	1		3
397	1	1	1	29	1	2	3	1			60000	18	0	1							1	3	2	1	2	3	1	2		1	12.0	100.0	100.0	1		1	2	2		0	1		3
397	1	1	2	31	1			1			72000	22	0	1							1			1			1	2		2	12.0	100.0	100.0	1		2	2	2		0	1		3
398	1	2																																									3
399	1	2																																									3
400	1	1	1	39	1			1			80000	12	0	1							1			1			1			3	12.0	100.0	100.0	1		2	2	8	1	0	1		3
400	1	1	2	30	1			1			6000	3	10	1							1			1			1			3	3.0	100.0	100.0	1		2	2	8	1	0	1		3
400	1	1	3	22	1	73		1			2000	12	0	1							2			2			1	2		1	6.0	100.0	100.0	1		1	2	2		0	1		3
401	1	1	1	29	1			1			45000	1	6	1							1			1			1			2	11.0	100.0	100.0	1		3	2	2		0	2		3
402	1	2																																									3
403	1	1	1	31	1	2		1			26000	8	0	1							1			1			1	2		3	12.0	0.0	100.0	1		4	2	12		0	1		3
403	1	1	2	30	1			1			6000	3	0	1							1			1			1			3	4.0	100.0	100.0	1		2	2	2		0	1		3
404	1	2																																									3
405	1	1	1	29	3			3			12000	5	0	1							3			3			3			2	12.0	100.0	100.0	1		3	2	2		0	1		3
406	1	2																																									3
407	1	1	1	30	1	2		1			20000	0	4	1							1			1			1			1	4.0	100.0	100.0	1		1	2	2		0	1		3
407	1	1	2	30	2			2			3000	7	0	1							2			2			2			1	12.0	0.0	100.0	1		1	2	12		0	1		3
408	1	2																																									3
409	1	1	1	30	1			1			40000	4	1	1							1			1			1			2	12.0	100.0	100.0	1		3	1	1		0	1		3
410	1	1	1	29	1			1			70000	8	0	1							1			1			1			2	12.0	100.0	100.0	1		2	2	2		0	1		3
410	1	1	2	5	1			1			10000	14	0	1							1			1			1			2	4.0	100.0	100.0	1		2	2	2		0	1		3
411	1	2																																									3
412	1	2																																									3
413	1	1	1	29	1			1			65000	30	0	1							1			1			1			2	12.0	100.0	100.0	1		2	2	2		0	14		3
414	1	2																																									3
415	1	2																																									3
416	1	1	1	7	1			1			48000	12	0	1							1			1			1			3	12.0	100.0	100.0	1	2	5	2	2		0	1		3
417	1	1	1	1	1			1			48000	10	0	1							1			1			1			3	12.0	0.0	100.0	1		4	2	2		0	1		3
418	1	2																																									3
419	1	1	1	29	1			1			16000	0	6	1							1			1			1			2	6.0	100.0	100.0	1		2	2	9		0	1		3
419	1	1	2	30	1			1			7200	4	0	1							1			1			1			2	6.0	100.0	100.0	1		2	2	2		0	1		3
420	1	2																																									3
421	1	2																																									3
422	1	1	1	29	1			1			12000	0	4	1							1			1			1			2	4.0	100.0	100.0	1		2	2	6	3	0	14		3
422	1	1	2	30	1			1			36000	3	8	2	1			1			1			1			1			2	8.0	100.0	100.0	1		3	2	6		0	1		3
423	1	2																																									3
424	1	2																																									3
425	1	1	1	30	1			1			3800	0	3	1							1			1			1			3	3.0	100.0	100.0	1		4	2	2		0	1		3
425	1	1	2	31	1	72		1	72		216000	1	8	1							1	72		1	72		1			3	12.0	33.3	33.3	1		5	1	2	9	1	5		3
426	1	1	1	31	1			1			72000	20	9	1							1			1			1			3	12.0	100.0	100.0	1		3	3	2		0	1		3
427	1	1	1	25	1			1			11200	12	6	1							1			1			1			2	2.5	0.0	100.0	3		5	1	12		0	1		3
428	1	2																																									3
429	1	1	1	30	1			1			84000	15	6	1							1			1			1			2	12.0	100.0	100.0	3		2	2	2		0	1		3
430	1	1	1	5	1			1			130000	16	0	1							1			1			1			3	12.0	100.0	100.0	1	3	5	1	2		48	1		3
430	1	1	2	30	1	2		2			3600	5	0	1							2			2			2			1	12.0	0.0	100.0	3		1	2	12		0	1		3
431	1	2																																									3
432	1	1	1	29	1			1			84000	21	0	1							1			1			1			2	12.0	100.0	100.0	1		4	2	8		0	1		3
432	1	1	2	30	2			2			2400	5	0	1							2			2			72			1	12.0	0.0	100.0	3		2	2	12		0	1		3
433	1	1	1	29	1			1			24000	32	0	1							1			1			1			3	6.0	100.0	100.0	1		3	2	2		0	12		3
433	1	1	2	13	3			3			250	0	1	1							3			3			3			1	1.0	100.0	100.0	1		1	2	1		0	1		3
434	1	2																																									3
435	1	2																																									3
436	1	1	1	26	1	72		1			0	3	0	1							1			1			1			2	12.0	100.0	100.0	1		4	2	2	3	0	14		3
436	1	1	2	38	1			1			10000	5	3	1							1			1			1			2	3.0	100.0	100.0	1		2	2	1		0	1		3
437	1	1	1	30	1	3		1			216000	8	5	2	1	3		1			1			1	3		1			2	12.0	100.0	100.0	1		4	2	2		0	1		3
438	1	2																																									3
439	1	2																																									3
440	2	1	1	30	2	1		1	2		600	0	6	1							2			2			2			1	6.0	100.0	100.0	1		1	2	2		0	1		3
441	1	1	1	29	1			1			22800	12	0	1							1			1			1			3	12.0	100.0	100.0	1		3	2	2		0	1		3
442	1	1	1	29	1			1			48000	6	0	1							1			1			1			2	12.0	100.0	100.0	1		3	2	3		0	1		3
442	1	1	2	2	1			1			7000	6	0	1							1			1			1			3	4.0	100.0	100.0	1		3	2	12		0	1		3
442	1	1	3	22	2			2			3600	12	0	1							2			2			1	2		1	12.0	100.0	100.0	1		3	2	2		0	1		3
443	1	1	1	29	1			1			48000	20	0	1							1			1			1	2		2	12.0	100.0	100.0	1		3	2	1	2	0	1		3
444	1	2																																									3
445	1	1	1	29	1			1			30000	1	6	2	1			1			1			1			1			3	6.0	100.0	100.0	1		3	1	1		0	1		3
445	1	1	2	26	1			1			7915	1	10	1							1			1			1			2	12.0	100.0	100.0	1		3	2	1		0	1		3
446	1	2																																									3
447	1	1	1	5	1			1			3000	7	0	1							72			72			1			2	4.0	100.0	100.0	1		2	2	2		1	1		3
448	1	2																																									3
449	1	1	1	31	1	2		1			60000	15	0	1							1			1			1	2		2	10.0	0.0	100.0	1		4	2	2		0	1		3
450	1	1	1	5	1			1			6000	20	0	1							1			1			1			2	4.0	100.0	100.0	1		2	2	2		0	1		3
450	1	1	2	29	1			1			36000	18	0	1							1			1			1			2	12.0	100.0	100.0	1		3	2	2		0	1		3
450	1	1	3	26	1			1			10000	10	3	1							1			1			1			2	12.0	100.0	100.0	1		1	2	2		0	1		3
451	1	1	1	26	1	72		1	72		2800	20	6	1							1	72		1	72		1	72		2	12.0	50.0	50.0	1		3	2	2		0	1		3
452	1	1	1	5	1	3		1			5000	10	3	1							1	3		1	3		1			2	4.0	100.0	100.0	1		2	2	2		0	1		3
453	1	2																																									3
454	1	2																																									3
455	1	1	1	5	1			1			19200	5	6	1							1			1			1			2	9.0	100.0	100.0	1		2	3	1		0	1		3
456	1	1	1	5	1			1			4000	1	0	1							1			1			1			2	6.0	100.0	100.0	1		2	2	2		0	1		3
457	1	1	1	31	1			1			40000	8	0	1							1			1			1			3	12.0	100.0	100.0	1		5	2	8		0	1		3
458	1	2																																									3
459	1	2																																									3
460	1	2																																									3
461	1	1	1	31	1			1			30000	5	0	1							1			1			1			3	12.0	0.0	100.0	1		4	2	2		0	1		3
461	1	1	2	30	2			2			400	0	1	1							2			2			2			1	1.0	0.0	100.0	1		1	2	12		0	1		3
462	1	2																																									3
463	1	1	1	29	1			1			96000	20	0	2	1			1			1	4	7	1	4	7	1			2	12.0	100.0	100.0	1		2	2	2		1	1		3
464	1	1	1	22	1			1			50000	50	0	1							1	2	3	1	2	3	1			1	12.0	100.0	100.0	1		3	2	1		0	2		3
465	1	1	1	31	1			1			24000	12	0	1							1			1			1			3	6.0	0.0	100.0	1		4	2	2		0	1		3
465	1	1	2	22	1	2		1	2		2000	0	1	1							1	2		1	2		1	2		1	1.0	100.0	100.0	1		1	2	2		0	1		3
466	2	1	1	22	1	2		1			10800	15	2	1							2			2			1	2		1	12.0	100.0	100.0	1		1	2	1	2	0	1		3
467	1	1	1	29	3			1			72000	8	0	1							1	3	6	1	3	6	1			2	12.0	100.0	100.0	1		2	1	4	2	0	14		3
467	1	1	2	5	1	72		1	72		10000	20	0	1							1	72		1	72		1	72		2	12.0	16.66	16.66	1		2	1	2		5	1		3
468	2	1	1	29	1	2		1			18000	2	2	1							2			1	2	3	1			1	12.0	100.0	100.0	1		1	2	2		0	1		3
468	2	1	2	30	1	2		1			30000	10	0	1							1	72		1	72		1			3	5.0	100.0	100.0	1		3	2	11		1	1		3
469	1	1	1	31	1			1			36000	30	0	1							1			1			1			3	12.0	100.0	100.0	1		2	3	12		0	1		3
470	1	1	1	31	1			1			4000	2	0	1							1			1			1			3	6.0	100.0	100.0	1		3	2	8		0	1		3
471	1	1	1	31	1			1			15000	2	6	1							1			1			1			3	3.0	100.0	100.0	1		4	3	12		0	1		3
471	1	1	2	22	1	2		1			17000	7	2	1							1	2		1	2		1			2	12.0	100.0	100.0	1		3	3	2		0	1		3
472	1	1	1	22	1			1			2400	6	0	1							1	2	3	1	2	3	1			1	12.0	100.0	100.0	1		3	2	2		0	1		3
473	2	1	1	30	2			2			500	3	0	1							2			2			2			1	12.0	0.0	100.0	1		1	2	12		0	1		3
474	1	1	1	30	1			1			60000	2	6	1							1			1			1			1	12.0	100.0	100.0	1		1	3	4		0	1		3
474	1	1	2	22	3			3			20000	3	0	1							3			3			3			2	12.0	100.0	100.0	1		1	3	2		0	1		3
474	1	1	3	31	6			1			120000	1	3	1							6			6			1	6		3	12.0	100.0	100.0	1		1	1	11		0	1		3
474	1	1	4	22	2			2			4000	6	0	1							2			2			2			1	8.0	100.0	100.0	1		1	1	12		0	1		3
475	1	1	1	30	1			1			90000	10	0	1							1			1			1			2	12.0	100.0	100.0	2		4	1	2		0	1		3
476	1	1	1	31	1	2		1			30000	3	0	1							1			1			1	2		3	12.0	0.0	100.0	1		4	2	2		0	1		3
477	1	2																																									3
478	1	1	1	29	1			1			16000	10	6	1							1			1			1			2	8.0	100.0	100.0	1		3	2	2		0	1		3
479	1	2																																									3
480	1	2																																									3
481	1	2																																									3
482	1	2																																									3
483	1	2																																									3
484	1	2																																									3
485	1	2																																									3
486	1	2																																									3
487	1	2																																									3
488	1	2																																									3
489	1	1	1	6	1			1			50000	40	0	2	1			1			1			1			1			2	12.0	100.0	100.0	1		3	1	2		0	2		3
490	1	2																																									3
491	1	2																																									3
492	1	2																																									3
493	1	2																																									3
494	1	2																																									3
495	1	2																																									3
496	1	2																																									3
497	1	2																																									3
498	1	1	1	31	1			1	72		15000	5	11	1							1			1			1			3	12.0	0.0	80.0	1		3	2	1		0	2		3
499	1	2																																									3
500	1	2																																									3
501	1	1	1	31	1			1			75000	15	7	1							1			1			1			3	12.0	0.0	100.0	1		2	2	12		0	1		3
502	1	1	1	39	1			1			40000	26	7	1							1			1			1			2	12.0	100.0	100.0	1		2	2	2	3	0	1		3
503	1	2																																									3
504	1	2																																									3
505	1	1	1	31	1			1			32000	12	4	1							1			1			1			3	12.0	100.0	100.0	1		3	2	2	3	0	1		3
506	1	2																																									3
507	1	2																																									3
508	1	1	1	30	1	72		1			12000	8	5	1							1			1			1			1	12.0	100.0	100.0	1		1	3	2		0	1		3
509	1	1	1	30	1			1			180000	22	5	1							1	72		1			1			2	12.0	100.0	100.0	1		2	2	2		1	1		3
509	1	1	2	39	1			1			180000	4	6	1							1	72		1			1			2	12.0	100.0	100.0	1		2	1	2		1	1		3
510	1	1	1	39	1			1			60000	4	5	1							1			1			1			1	12.0	100.0	100.0	1		3	1	1		0	1		3
511	1	2																																									3
512	1	2																																									3
513	1	1	1	30	1			1			48000	2	6	1							1			1			1			3	6.0	100.0	100.0	1		4	2	3		0	1		3
514	1	1	1	31	1			1			30000	3	6	2	1			1			1			1			1			3	6.0	0.0	100.0	1		3	1	12		0	1		3
515	1	2																																									3
516	1	2																																									3
517	1	2																																									3
518	1	2																																									3
519	1	2																																									3
520	1	2																																									3
521	1	2																																									3
522	1	1	1	29	1			1			30000	40	11	1							1			1			1			3	8.0	100.0	100.0	2	4	3	2	2		0	2		3
523	1	1	1	29	1			1			20000	2	0	1							1	4		1	4		1			2	9.0	100.0	100.0	1	4	2	2	6		0	2		3
524	1	2																																									3
525	1	2																																									3
526	1	2																																									3
527	1	2																																									3
528	1	1	1	7	1			1			8400	10	3	1							1			1			1			3	12.0	100.0	100.0	1		2	2	2		0	1		3
529	1	2																																									3
530	1	2																																									3
531	1	2																																									3
532	1	1	1	7	1			1			48400	40	2	1							1			1			1			3	12.0	100.0	100.0	1		3	2	1		0	2		3
533	1	2																																									3
534	1	1	1	7	1			1			36000	3	6	1							1			1			1			2	12.0	100.0	100.0	1		2	2	2		0	1		3
535	1	2																																									3
536	1	2																																									3
537	1	2																																									3
538	1	1	1	23	1			1			100000	14	3	1							1			1			1			1	12.0	100.0	100.0	1		1	2	2		1	2		3
539	1	2																																									3
540	1	1	1	7	1			1			14400	1	2	1							1			1			1			1	12.0	100.0	100.0	1		1	2	7		0	1		3
541	1	1	1	30	1			1			50000	0	6	1							1			1			1			2	6.0	100.0	100.0	1	4	3	2	8	2	2	2		3
542	1	2																																									3
543	1	2																																									3
544	1	1	1	28	1			1			70000	14	5	1							1			1			1	2		2	12.0	100.0	100.0	1	2	3	1	2	8	0	1		3
545	1	2																																									3
546	1	1	1	31	1			1			18000	8	5	1							1			1			1			3	12.0	0.0	50.0	1		3	2	3		0	2		3
547	1	1	1	4	1			1			40000	2	0	1							1			1			1			1	12.0	100.0	100.0	1		3	2	8		0	2		3
548	1	2																																									3
549	1	2																																									3
550	1	1	1	31	72			72			8000	0	2	2	72			72			72			72			72			3	2.0	0.0	50.0	1	3	3	1	12		0	12		3
551	3	1	1	22	2			71			10000	6	0	1							3	4		3	4		2			1	10.0	100.0	100.0	1		1	3	2		0	3	2	3
552	1	2																																									3
553	1	1	1	4	1	72		1	72		144000	10	8	1							1	72		1	72		1	72		2	12.0	50.0	50.0	1	3	3	2	2	3	0	2		3
554	1	2																																									3
555	1	2																																									3
556	1	2																																									3
557	1	2																																									3
558	1	2																																									3
559	1	1	1	7	1			1			3000	15	0	1							1			1			1			2	12.0	100.0	100.0	1		3	1	2		0	2		3
560	1	1	1	7	1			1			84000	5	0	1							1			1			1			2	12.0	100.0	100.0	1	2	3	2	2		2	7	2	3
560	1	1	2	22	2			2			2000	1	0	1							2			2			2			1	12.0	100.0	100.0	1		1	3	1		0	3		3
561	1	2																																									3
562	1	1	1	31	1			72			72000	5	4	1							1			1			1			3	12.0	0.0	33.0	1	3	3	1	12		0	1		3
563	1	2																																									3
564	1	1	1	29	1			72			0	0	2	2	72			72			72			72			72			2	2.0	10.0	10.0	1		2	2	7		0	4		3
565	1	2																																									3
566	1	1	1	30	1			1			25000	10	6	1							1			1			1			2	12.0	100.0	100.0	1	2	2	2	8		0	2		3
566	1	1	2	30	3			3			26000	5	4	1							3			3			3	1		2	12.0	100.0	100.0	1	4	2	2	8		0	2		3
567	1	1	1	29	5			5			40000	8	2	2	5			5			5			5			5			2	12.0	100.0	100.0	1	3	3	2	8	2	0	2		3
568	1	2																																									3
569	1	2																																									3
570	1	1	1	23	1	72		1	72		216000	30	4	1							1	72		1	72		1	72		2	12.0	33.0	33.0	1		2	2	2	7	0	1		3
571	1	2																																									3
572	1	1	1	28	1			1			25000	25	2	1							1			1			1			2	6.0	25.0	25.0	1	3	2	2	2		0	2		3
572	1	1	2	29	1			1			10000	15	6	2	1			1			1			1			1			2	6.0	100.0	100.0	1		2	2	2		0	1		3
